source_file,listing_text,city,locality,property_type,bhk,sqft_builtup,sqft_uds,floor,facing,price_value,price_unit,price_in_inr,is_rental,rent_value,rent_unit,rent_in_inr,contact_numbers
MTClassifiedsFeb72026-2.pdf,"MANDAVELI, 1400 sq.ft., 3 BHK, CCP, lift, power backup, Rs. 55K, 1300 sq.ft., 3 BHK, CCP, lift, Rs. 40K, 900 sq.ft., 2 BHK, CP, Rs. 30K, 450 sq.ft., 1 BHK, lift, Rs. 15K, R A Puram, 900 sq.ft., 2 BHK, CP, Rs. 25K, Seethammal Colony, 1200 sq.ft., 2 BHK, CP, lift, Rs. 15K. Ph: 9841983231",Chennai,Mandaveli,Unknown,3.0,1400.0,,,,,,,False,55.0,K,55000.0,9841983231
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Mandaveli, San Thome, 3 BHK, Rs. 80K, Rs. 65K, Rs. 45K, 2 BHK, Rs. 40K, Rs. 35K, Rs. 28K, 1 BHK, Rs. 25K, Rs. 20K, Rs. 15K, lease also. Ph: 7708629415",Chennai,Mylapore,Unknown,3.0,,,,,,,,False,80.0,K,80000.0,7708629415
MTClassifiedsFeb72026-2.pdf,"LUZ Church, 3 BHK, 4th floor, lift, semi furnished, 1280 sq.ft., only vegetarians, rent Rs. 70K, negotiable. Contact: 8680842838",Chennai,,Unknown,3.0,1280.0,,4.0,,,,,True,70.0,K,70000.0,8680842838
MTClassifiedsFeb72026-2.pdf,"3 BHK for rent, 1st floor, well ventilated, 1500 sq.ft., CCP, lift, 24 hrs security, power backup, kids play area, Royapettah High Road, near Seethapathy Clinic, close to DAV, NPS school, Rs. 60K pm, only vegetarians, brokers excuse. Contact: 9840506228",Chennai,,Unknown,3.0,1500.0,,1.0,,,,,True,60.0,K,60000.0,9840506228
MTClassifiedsFeb72026-2.pdf,"MANDAVELI, St. Marys Road, 2 BHK flat, available near PSS School for rent Rs. 27000. Contact: 7200232193",Chennai,Mandaveli,Apartment,2.0,,,,,,,,True,27000.0,,27000.0,7200232193
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, good location, 2 floor, east face, 1500 sq.ft., 3 BHK, 3 bath attached, lift, covered car parking, intercom, Rs. 50K, only veg. Ph: 9444742617",Chennai,Mylapore,Unknown,3.0,1500.0,,,,,,,False,50.0,K,50000.0,9444742617
MTClassifiedsFeb72026-2.pdf,"3 BHK, Mandaveli, 1500 sq.ft., semi- furnished with brand new appliances, car parking, corporate tenancy preferred, Rs. 75000 Contact: 9941398905C L A S S I F I E D S",Chennai,Mandaveli,Unknown,3.0,1500.0,,,,,,,False,75000.0,,75000.0,
MTClassifiedsFeb72026-2.pdf,"POES Garden, brand new, 1900 sq.ft., 2 BHK, Rs. 1 lakh, dining, modular kitchen, CCP, power backup, independent house. Ph: 9384351931",Chennai,,Independent House,2.0,1900.0,,,,1.0,lakh,100000.0,False,1.0,l,100000.0,9384351931
MTClassifiedsFeb72026-2.pdf,"ROYAPETTAH, 750 sq.ft., ground floor, 1 BHK, Rs. 13000, Mylapore, 850 sq.ft., ground floor, 2 BHK, Rs. 24000. Ph: 9444742617",Chennai,Mylapore,Unknown,1.0,750.0,,,,,,,False,13000.0,,13000.0,9444742617
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Dr. R K Road, 3500 sq.ft., hall type, 3rd floor, 3 CCP, 3 lifts. Contact: 9444176299 / 9843641561",Chennai,Mylapore,Unknown,,3500.0,,3.0,,,,,False,,,,"9444176299, 9843641561"
MTClassifiedsFeb72026-2.pdf,"R A PURAM, Ceebros, 3 bedroom, 2300 sq.ft., swimming pool, play area, gym, genset, Ramaniyam, 3 bedroom, 2300 sq.ft., all amenities, R A Puram, 2 bedroom flat, 900 sq.ft., Rs. 30K, 3 bedroom, 1300 sq.ft., flat. Ph: 9566175961",Chennai,,Apartment,,2300.0,,,,,,,False,30.0,K,30000.0,9566175961
MTClassifiedsFeb72026-2.pdf,"MANDAVELI, brand new, 3 BHK, 2200 sq.ft., north facing, wood works, lift, genset, 2 CCP, Rs. 1 lakh only, veg. Ph: Mukesh Realtors 8939519299",Chennai,Mandaveli,Unknown,3.0,2200.0,,,North,1.0,lakh,100000.0,False,1.0,l,100000.0,8939519299
MTClassifiedsFeb72026-2.pdf,"KESAVA Perumal Kovil Street, 950 sq.ft., 1st floor, lift, CCP, only veg, Rs. 35K. MRC Nagar, 2 BHK, Rs. 40K, Mandaveli, 3 BHK, Rs. 50K, veg, R A Puram, 3 BHK, Rs. 60K. Mandaveli, 3 BHK, Rs. 70K. Ph: 9884137904",Chennai,Mandaveli,Unknown,2.0,950.0,,1.0,,,,,False,35.0,K,35000.0,9884137904
MTClassifiedsFeb72026-2.pdf,"ADAM Street, 2 BHK, balcony, 2nd floor, Rs. 22000. Sivasamy Kalalaya, 2 BHK, Rs. 23000. VM Street, 2 BHK, ground floor, Rs. 20000. Ph: 9790736113",Chennai,,Unknown,2.0,,,2.0,,,,,False,22000.0,,22000.0,9790736113
MTClassifiedsFeb72026-2.pdf,"RENT, veg, non veg, Mylapore, Mandaveli, 1, 2 & 3 BHK, Rs. 15K, Rs. 25K, Rs. 30K, Rs. 35K, Rs. 40K. Ph: 9789921678",Chennai,Mylapore,Unknown,3.0,,,,,,,,True,15.0,K,15000.0,9789921678
MTClassifiedsFeb72026-2.pdf,"MRC Nagar, CIT Colony, Karpagam Avenue, Seethammal Colony, Koturapuram, San Thome, Mylapore, Mandaveli 3,4,5 & 7 BHK, flat ground floor, 1st, 2nd, 3rd floor, independent house, lift, covered car park, veg, non veg, Rs. 55K, Rs. 75K, Rs. 1.30L, Rs. 1.50L, Rs. 2L, Rs. 2.5L, Rs. 3L. Ph: 9789921678",Chennai,Mylapore,Independent House,7.0,,,3.0,,,,,False,55.0,K,55000.0,9789921678
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Kapaleeswar Koil surroundings, Rs. 12000, Rs. 13000, Rs. 15000, Rs. 20000, Rs. 25000, Rs. 30000, Rs. 40000. San Thome, behind Registrar office, brand new, non vegetarian. Ph: 9283230107 / 7401677318",Chennai,Mylapore,Commercial,,,,,,,,,False,12000.0,,12000.0,"9283230107, 7401677318"
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Mandaveli, ready to occupation, 1 BHK, Rs. 12000, Rs. 14000, 2 BHK, Rs. 20000, Rs. 32000, Rs. 30000, lift, CCP, 3 BHK, Rs. 50000, Rs. 75000, lift, CCP. Ph: Esakki 9840122100 Please SMS",Chennai,Mylapore,Unknown,1.0,,,,,,,,False,12000.0,,12000.0,9840122100
MTClassifiedsFeb72026-2.pdf,"MYLAPORE near Kabali Temple, flat 3 BHK, 3 bathroom, 1380 sq.ft., 2nd floor, lift, CCP, east face, Rs. 42K + 2500 maintenance. Ph: 8637481837",Chennai,Mylapore,Apartment,3.0,1380.0,,2.0,,,,,False,42.0,K,42000.0,8637481837
MTClassifiedsFeb72026-2.pdf,"NEAR Vidya Mandir, 1700 sq.ft., 3 bedroom, CCP, genset, 4 AC, Rs. 70000 + maintenance, 1200 sq.ft., 2 bedroom, CCP, genset, 3 AC, geyser, Rs. 38000. Ph: 9840736132 / 9003621068",Chennai,,Unknown,,1700.0,,,,,,,False,70000.0,,70000.0,"9840736132, 9003621068"
MTClassifiedsFeb72026-2.pdf,"EAST Abiramapuram, north facing, 1700 sq.ft., 3 bedroom, CCP, genset, AC, Rs. 70000. Abiramapuram, brand new, 1500 sq.ft., 3 bedroom, CCP, genset, north facing, Rs. 65000. Ph: 9840736132 / 9003621068",Chennai,,Unknown,,1700.0,,,North,,,,False,70000.0,,70000.0,"9840736132, 9003621068"
MTClassifiedsFeb72026-2.pdf,"EAST Abhiramapuram, 2 BHK flat with 2 balconies, 2 bath, lift, power backup, security, covered car parking, near schools, vegetarians preferred, Rs. 50K. Ph: 9094821986",Chennai,,Apartment,2.0,,,,,,,,False,50.0,K,50000.0,9094821986
MTClassifiedsFeb72026-2.pdf,"LUZ Corner, 1200 sq.ft., 2 bedroom, pooja, 1st floor, CCP, suitable for bachelor and office, Rs. 28K. Ph: Ramya Reality 9840225811 / 98840 84762",Chennai,,Commercial,,1200.0,,1.0,,,,,False,28.0,K,28000.0,9840225811
MTClassifiedsFeb72026-2.pdf,"ABHIRAMAPURAM, new flat, 1600 sq.ft., 3 BHK, cover car parking, lift, north facing, Rs. 65K, office, 2 BHK, Rs. 45K, San Thome, 600 sq.ft., 1 BHK, Rs. 25K, Rs. 18K, bachelor office. Ph: 8667066894 / 9677291966",Chennai,San Thome,Apartment,3.0,1600.0,,,North,,,,False,65.0,K,65000.0,"8667066894, 9677291966"
MTClassifiedsFeb72026-2.pdf,"MANDAVELI, house rent, Rs. 35K, 3 BHK, 1200 sq.ft., 1st floor, carpark, Mandavali flat, 3 BHK, 3rd floor, lift, carpark, Rs. 40K, Mylapore, 1700 sq.ft., 2 BHK, 1st floor, AC, bath dub, small car park, rent Rs. 42K, Mylapore, Mandavali, 2 BHK, Rs. 22K, Rs. 20K, 1 BHK, Rs. 15K, Rs. 17K. Ph: Sri Sai Reality 9840994567",Chennai,Mylapore,Independent House,3.0,1200.0,,1.0,,,,,True,35.0,K,35000.0,9840994567
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Chitrakulam, 2 BHK, Rs. 36K, Mandaveli, 3 BHK, Rs. 40K, Rosary, 2 BHK, Rs. 24K, Triplicane, new flat, 2 BHK, Rs. 30K, Mylapore, Mandaveli, R A Puram, Alwarpet, 2/3/4 BHK, Rs. 25K to 2 lakhs. Ph: 9551729534 / 8072203977Rental▲ Feb 7 -13, 2026 11",Chennai,Mylapore,Apartment,2.0,,,,,2.0,lakhs,200000.0,True,36.0,K,36000.0,9551729534
MTClassifiedsFeb72026-2.pdf,"TRIPLICANE near Parthasarathy Temple. 3rd floor, Vegetarians, 2 BHK with balcony 1053 sq.ft., No brokers. Ph: 9940654589",Chennai,,Unknown,2.0,1053.0,,3.0,,,,,False,,,,9940654589
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, 2nd floor, Rs. 20K, Rs. 16K, Rs. 14K, only veg, Mylapore, Rs. 35K, 36K, 25K, 1st floor, 2 bedroom, car park, JVL Constructions. Ph: M. Jayaraj 9841233365 / 9791736578",Chennai,Mylapore,Unknown,,,,2.0,,,,,False,20.0,K,20000.0,"9841233365, 9791736578"
MTClassifiedsFeb72026-2.pdf,"CIT Colony, 2 BHK, ground floor, 1750 sq.ft., 1 CCP, east facing, Rs. 70K, family or decent bachelors, brokers excuse. Ph: 9790788698",Chennai,,Unknown,2.0,1750.0,,,East,,,,False,70.0,K,70000.0,9790788698
MTClassifiedsFeb72026-2.pdf,"R A PURAM, 3 BHK, 1550 sq.ft., 2nd floor, lift, OCP, Rent 65K, 2 BHK, Rs. 30K. Ph: Agent: 9003257967",Chennai,,Unknown,3.0,1550.0,,2.0,,,,,True,30.0,K,30000.0,9003257967
MTClassifiedsFeb72026-2.pdf,"TWO apartments available for rent, Janaki Avenue, Abhiramapuram, each 1650 sq.ft., 2 BHK, study, utility, car park, lift. Ph: (+1)3128260173 / +919791161070 / 9841171040 / 9841071062, janakiavenue@ gmail.com RENTAL / COMMERCIAL",Chennai,,Apartment,2.0,1650.0,,,,,,,True,,,,"9841171040, 9841071062"
MTClassifiedsFeb72026-2.pdf,"ROYAPETTAH, VM Street, 1000 sq.ft., 1st floor, 2 BHK, Rs. 50000. Mylapore, 3 BHK, Rs. 45K, commercial property with carpark. Agent: 9342688092",Chennai,Mylapore,Commercial,2.0,1000.0,,1.0,,,,,False,50000.0,,50000.0,9342688092
MTClassifiedsFeb72026-2.pdf,"INDEPENDENT house for rent office space in Nungambakkam, G+1, 5500 sq.ft., Rent 2 lakhs. Ph: 7904817872",Chennai,,Independent House,,5500.0,,,,2.0,lakhs,200000.0,True,,,,7904817872
MTClassifiedsFeb72026-2.pdf,"Nungambakkam, near palm grove hotel, 550 sq.ft., 3rd floor with lift, car parking, fully furnished, any office purpose, Rent 33000. K. Gopalakrishnan: 9380964793",Chennai,,Commercial,,550.0,,3.0,,,,,True,,,,9380964793
MTClassifiedsFeb72026-2.pdf,"COMMERCIAL space for rent, 1500 sq.ft., approx 1st floor, with lift, good car parking available, Mylapore, P.S Sivaswami Road, suitable for banks, clinic, insurance and super market. Contact: 9176269195",Chennai,Mylapore,Commercial,,1500.0,,1.0,,,,,True,,,,9176269195
MTClassifiedsFeb72026-2.pdf,"GOPALAPURAM, near DAV prime commercial for IT, CA, architects & builders, 1500 sq.ft., independent, 2nd floor, no lift, carpark, rent Rs. 55000, advance 6months. Ph: Vimal 9444116320",Chennai,Gopalapuram,Independent House,,1500.0,,2.0,,,,,True,55000.0,,55000.0,9444116320
MTClassifiedsFeb72026-2.pdf,"LOCATION Mandaveli, R K Mutt Road, opposite to CSI Lucas Church and BSNL office, Appavu Gramani, 1st Street, 500 sq.ft., 3 rooms, ground floor, for commercial purpose only. Such as tution centres, doctor clinics, lawyer, auditor office, etc. Generator available, two wheeler parking only, rent Rs. 25000 per month, negotiable. Contact: 9841823122 / 9841281693",Chennai,Mandaveli,Commercial,,500.0,,,,,,,True,25000.0,,25000.0,"9841823122, 9841281693"
MTClassifiedsFeb72026-2.pdf,"ABHIRAMAPURAM, 1200 sq.ft., 3 rooms, hall, 2 toilet, 1st floor, Rs. 45K. Ph: 8148443452 RENTAL / LEASE",Chennai,,Unknown,,1200.0,,1.0,,,,,True,45.0,K,45000.0,8148443452
MTClassifiedsFeb72026-2.pdf,"TRIPLICANE, 2nd floor, 700 sq.ft., well maintained, 2 BHK, balcony, no lift, available for lease 20 lakhs, rent Rs. 20000 pm, brokers excuse. Whatsapp: 9884438888 RENTAL / RESIDENTIAL",Chennai,,Unknown,2.0,700.0,,2.0,,20.0,lakhs,2000000.0,True,20000.0,,20000.0,9884438888
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Chitrakulam Street, 1000 sq.ft., 2 BHK, second floor, no lift, covered car parking, Rent Rs. 32000, two months advance. K. Gopalakrishnan: 9380964793",Chennai,Mylapore,Unknown,2.0,1000.0,,,,,,,True,32000.0,,32000.0,9380964793
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, Dr. Ranga Road, fully furnished, north east facing as per vaastu, ground floor, 800 sq.ft., one bedroom, living, dining, pooja, storeroom, renovated, brand new look, rent Rs. 45000. Contact: 9841014775",Chennai,Mylapore,Unknown,,800.0,,,East,,,,True,45000.0,,45000.0,9841014775
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, near P S Senior School, Nageswara Rao Park, flat, two bedroom, hall, dining, lift, genset, CCP, Rs. 45K, veg. Ph: Agent J. Sivakumar 8778123038",Chennai,Mylapore,Apartment,,,,,,,,,False,45.0,K,45000.0,8778123038
MTClassifiedsFeb72026-2.pdf,"MYLAPORE, near Vidya Mandir School, 710 sq.ft., 2 BHK, 2nd floor, no lift, two wheeler parking, vegetarian only. Ph: 9445686331",Chennai,Mylapore,Unknown,2.0,710.0,,2.0,,,,,False,,,,9445686331
MTClassifiedsFeb72026-2.pdf,"R A PURAM, near leading Schools, 3 BHK, 1 CP. Ph: Akash Reality 6379638428",Chennai,,Unknown,3.0,,,,,,,,False,,,,6379638428
MTClassifiedsFeb72026-2.pdf,"MANDAVELI, St. Mary’s Road, 2 BHK, near schools, third floor, no lift, two wheeler parking, Rent 22K plus maintenance. Ph: 9940347472",Chennai,Mandaveli,Unknown,2.0,,,,,,,,True,,,,9940347472
MTClassifiedsJan102026-1.pdf,"MYLAPORE TIMESJan 10 - 16, 2026 10 C L A S S I F I E D S Properties▲ REAL ESTATE REAL ESTATE BUYING",Chennai,Mylapore,Unknown,,,,,,,,,False,,,,
MTClassifiedsJan102026-1.pdf,"MYLAPORE, Abiramapuram, R.A.Puram, Mandaveli, Adyar, Besant Nagar, flat, land house. Ph: 8838418870, 9941627665",Chennai,Mylapore,Land,,,,,,,,,False,,,,"8838418870, 9941627665"
MTClassifiedsJan102026-1.pdf,"R.A.PURAM, 1500 sq.ft., 3rd floor, 3 bedroom, 3 toilets, lift, covered car parking, Rate 3.50 crores for sale. Ph: 9840496923",Chennai,R.A.Puram,Unknown,,1500.0,,3.0,,3.5,crores,35000000.0,False,,,,9840496923
MTClassifiedsJan102026-1.pdf,"R.A.PURAM, brand new, 1st floor, 2000 sq.ft., 3 bedroom, 3 toilets, power backup, 2 covered car parking, Rate 6 crores, for sale. Ph: 9840496923",Chennai,R.A.Puram,Unknown,,2000.0,,1.0,,6.0,crores,60000000.0,False,,,,9840496923
MTClassifiedsJan102026-1.pdf,"MANDAVELI, Chettinad School, near L&T Ragamalika, gated community flat, 1 BHK, 540 sq.ft., UDS 240 sq.ft., 9 years old, 3rd floor, east facing, lift, power backup, gym, play area, party hall, no car park, Rate 86 lakhs. Ph: 8939596955",Chennai,Mandaveli,Apartment,1.0,540.0,240.0,3.0,East,86.0,lakhs,8600000.0,False,,,,8939596955
MTClassifiedsJan102026-1.pdf,"R.A.PURAM, 2 BHK flat, 911 sq.ft., UDS 415 sq.ft., 1st floor, lift, CCP, modular kitchen, cupboards, opp BSNL Tel Exchange. Rate 1.48cr. Owner: 9884189700",Chennai,R.A.Puram,Apartment,2.0,911.0,415.0,1.0,,,,,False,,,,9884189700
MTClassifiedsJan102026-1.pdf,"ADYAR 1 ground north facing, Velachery Baby Nagar, independent house land, 2665 sq.ft., G+ first floor, 5 bedroom, 2 covered car park, Rs. 3.80 crores, 2 ground, Rs. 7.50 crore only buyer. Contact: 9789761666",Chennai,Adyar,Land,,2665.0,,,North,3.8,crores,38000000.0,False,3.8,,3.0,9789761666
MTClassifiedsJan102026-1.pdf,"MYLAPORE, Kutchery Road, brand new, 2000 sq.ft., UDS 650, 3 BHK, 2nd floor, east facing, lift, 2 covered car parking, Price 4.50 crores. Agent: 9941814345",Chennai,Mylapore,Unknown,3.0,2000.0,650.0,2.0,East,4.5,crores,45000000.0,False,,,,9941814345
MTClassifiedsJan102026-1.pdf,"R A PURAM, Greenways Road, 1250 sq.ft., UDS 500 sq.ft., 2 BHK, 2nd floor, 20 yrs old apartments for sale, brokers excuse. Contact: 9969220264",Chennai,,Apartment,2.0,1250.0,500.0,2.0,,,,,False,,,,9969220264
MTClassifiedsJan102026-1.pdf,"MYLAPORE, Dr. Radhakrishnan Salai, VIP posh area, 3 ground, land 24 feet road, commercial and residential use, Rs. 17.5 crores only owners. Contact: 9677267659 / 9841213222",Chennai,Mylapore,Land,,,,,,17.5,crores,175000000.0,False,17.5,,17.0,"9677267659, 9841213222"
MTClassifiedsJan102026-1.pdf,"MYLAPORE house, 2300 sq.ft., Rs. 6 50 crore, 3500 sq.ft., Rs.15 crore, 1080 sq.ft., Rs. 2.75 crore, 750 sq.ft., Rs. 1 90 crore, flat 1500 sq.ft., Rs. 3 crore, 1100 sq.ft., Rs. 1.80 crore, 775 sq.ft., Rs. 80 lakhs. Ph: 8838418870 / 9941627665",Chennai,Mylapore,Independent House,,2300.0,,,,15.0,crore,150000000.0,False,6.0,,6.0,"8838418870, 9941627665"
MTClassifiedsJan102026-1.pdf,"ADYAR, 1655 sq.ft., 3 BHK, Rs. 1.98 crore, 700 sq.ft., UDS, ground floor, balcony, pooja, service area, lift, OCP resident & commercial use. Ph: 8667089385",Chennai,Adyar,Commercial,3.0,1655.0,,,,1.98,crore,19800000.0,False,1.98,,1.0,8667089385
MTClassifiedsJan102026-1.pdf,"R A PURAM flat, 2800 sq.ft., 4 BHK, north facing, lift, genset, 2 CP. Ph: 9543600999",Chennai,,Apartment,4.0,2800.0,,,North,,,,False,,,,9543600999
MTClassifiedsJan102026-1.pdf,"ALWARPET, Seethammal Colony, 3 BHK flat, 2000 sq.ft., 2 CCP, Rate 3.60 crore. Alwarpet, near Rain Tree, land 4000 sq.ft., with old buildings, Rate 20 crore. Ph: 9841571836",Chennai,Alwarpet,Land,3.0,2000.0,,,,3.6,crore,36000000.0,False,,,,9841571836
MTClassifiedsJan102026-1.pdf,"MANDAVELI, furnished, 2 BHK, 1050 sq.ft., 10 years, south facing, UDS 585, 4th floor, lift, vaastu, granite flooring, 3 balconies, CCP. Ph: 9940097707",Chennai,Mandaveli,Unknown,2.0,1050.0,585.0,4.0,South,,,,False,,,,9940097707
MTClassifiedsJan102026-1.pdf,"LUXURY apartments for pure vegetarians, Adyar, Thiruvanmiyur. Genuine Buyers. Contact: 9894501672",Chennai,Adyar,Apartment,,,,,,,,,False,,,,9894501672
MTClassifiedsJan102026-1.pdf,"R A PURAM, 2 BHK, 960 sq.ft., UDS 300 sq.ft., ground floor, 2nd floor, Rate 1 crore, 1550 sq.ft., 1st floor, Rs. 2.7 crore, 2200 sq.ft., 2nd floor, income Rs. 85000, Rate 4.4 crore. S A Reality 9840015106",Chennai,,Unknown,2.0,960.0,300.0,2.0,,2.7,crore,27000000.0,False,2.7,,2.0,9840015106
MTClassifiedsJan102026-1.pdf,"THIRUVANMIYUR, near Sankara School, 1 ground land with house, ground and first floor, built up area 2000 sq.ft., rental income Rs. 45000, expecting price 4.50 crore, negotiable. Contact: 9380922663 / 9380576641",Chennai,Thiruvanmiyur,Land,,2000.0,,,,4.5,crore,45000000.0,True,45000.0,,45000.0,"9380922663, 9380576641"
MTClassifiedsJan102026-1.pdf,"BESANT Nagar, new flat, 3 BHK, 1300 sq.ft., lift, CCP, gym, genset, garden, seaview, Rate 2.6 crores, nego, brokers excuse Contact: Agent 9003158479",Chennai,Besant Nagar,Apartment,3.0,1300.0,,,,2.6,crores,26000000.0,False,,,,9003158479
MTClassifiedsJan102026-1.pdf,"ALWARPET, 1500 sq.ft., 3 BHK, east facing, car park, genset, lift. Ph: 9543600999",Chennai,Alwarpet,Unknown,3.0,1500.0,,,East,,,,False,,,,9543600999
MTClassifiedsJan102026-1.pdf,"MYLAPORE, 1900 sq.ft., 3 BHK, Rs. 4.50 crore, 1261 sq.ft., UDS 3 balconies, lift, 2 CCP, power backup, security, reputed builders. Ph: 7010257539",Chennai,Mylapore,Unknown,3.0,1900.0,,,,4.5,crore,45000000.0,False,4.5,,4.0,7010257539
MTClassifiedsJan102026-1.pdf,"POONAMALLEE, Kendriya Vihar, 1910 sq.ft., 4 BHK, Rs. 1.45 crore, 1090 sq.ft., UDS, 4 balconies, lift, CCP, backup, swimming pool, gym, childrens play area, gated community. Ph: 7010257539",Chennai,,Unknown,4.0,1910.0,,,,1.45,crore,14500000.0,False,1.45,,1.0,7010257539
MTClassifiedsJan102026-1.pdf,"MYLAPORE, P S Senior School, 720 sq.ft., 1st floor, 1200 sq.ft., Mandaveli, 3 BHK, Adyar, 2000 sq.ft., 3 BHK, lift, car parking, power backup. Ph: 8667066894 / 9677291966",Chennai,Mylapore,Unknown,3.0,720.0,,1.0,,,,,False,,,,"8667066894, 9677291966"
MTClassifiedsJan102026-1.pdf,"MANDAVELIPAKKAM, 1640 sq.ft., individual house, Mylapore, 2000 sq.ft., land, Mylapore, house, 750 sq.ft., Mylapore, house, 1050 sq.ft., Ph: 7708629415",Chennai,Mylapore,Land,,1640.0,,,,,,,False,,,,7708629415
MTClassifiedsJan102026-1.pdf,"BESANT Nagar, 2 to 5 grounds, land with building and also vacant site available for outright sale, Mahalingapuram, Ayyapan Temple, 5680 sq.ft., Rate 19 crores, negotiable, Pallikarnai, Kamakodi Nagar, 2nd Main Road, 5150 sqft., with building, Rate 6 crores, negotiable, MRC Nagar, 5000 sq.ft., vacant site, Rate 18 crore, nego. Ph: 9841062413",Chennai,Besant Nagar,Land,,5680.0,,,,19.0,crores,190000000.0,False,,,,9841062413
MTClassifiedsJan102026-1.pdf,"GOPALAPURAM, 1100 sq.ft., 2 BHK, Rate 1.70 crores, UDS 520 sq.ft., brand new flat, CCP, 1st floor. Ph: 9841772888",Chennai,Gopalapuram,Apartment,2.0,1100.0,520.0,1.0,,1.7,crores,17000000.0,False,,,,9841772888
MTClassifiedsJan102026-1.pdf,"SAN THOME, independent commercial cum residential property, 754 sq.ft., 9 units, built up 2000 sq.ft., G+2 floor, monthly income, Rs. 1.10 lakhs, Rate 2.40 crores, car park, metro, bore, 3 phase, EB. Contact: 7358692101 9am to 5pm",Chennai,San Thome,Independent House,,754.0,,,,1.1,lakhs,110000.0,False,1.1,l,110000.0,7358692101
MTClassifiedsJan102026-1.pdf,"MYLAPORE, near Kapali Temple, 720 sq.ft., 2 BHK, 2 bathroom, 1 balcony, 3rd floor, with lift, 1 car parking, 25 years old, at market price. Ph: Agent 8939164302",Chennai,Mylapore,Unknown,2.0,720.0,,3.0,,,,,False,,,,8939164302
MTClassifiedsJan102026-1.pdf,"MYLAPORE, near Sanskrit College, individual house, land area, 1546 sq.ft., plus passage 165 sq.ft., Rs. 3.25 crore, no brokers. Open Doors: 9884282290",Chennai,Mylapore,Land,,1546.0,,,,3.25,crore,32500000.0,False,3.25,,3.0,9884282290
MTClassifiedsJan102026-1.pdf,"RAJA Annamalai Puram near Hari Shree Vidyalayam, 1630 sq.ft., 3 BHK, Rs. 2.57 crore, 900 sq.ft., UDS, 1st floor, 3 balconies, lift, CCP. Ph: 8667089385",Chennai,,Unknown,3.0,1630.0,,1.0,,2.57,crore,25700000.0,False,2.57,,2.0,8667089385
MTClassifiedsJan102026-1.pdf,"MYLAPORE individual house, east facing, 2400 sq.ft., Rs. 6 crores. RBN Real Estate 9841279554",Chennai,Mylapore,Independent House,,2400.0,,,East,6.0,crores,60000000.0,False,6.0,,6.0,9841279554
MTClassifiedsJan102026-1.pdf,"MYLAPORE, individual house, 1300 sq.ft., build up, 3000 sq.ft., G+2 floor, Rs. 1.75 crores. RBN Real Estate 9841279554",Chennai,Mylapore,Independent House,,1300.0,,,,1.75,crores,17500000.0,False,1.75,,1.0,9841279554
MTClassifiedsJan102026-1.pdf,"ECR Palavakkam, Beach side, 1200 sq.ft., north, Injambakkam, 2100 sq.ft., approved land for sale, Navalur, 2 BHK, 1094 sq.ft., flat for sale, Rs. 60 lakhs. Mahabalipuram, resort sale, Rs. 75 lakhs. Contact: Mediator 9884175001",Chennai,,Land,2.0,1200.0,,,,60.0,lakhs,6000000.0,False,60.0,l,6000000.0,9884175001
MTClassifiedsJan102026-1.pdf,"MYLAPORE, San Thome, 2 grounds land, built in 5000 sq.ft., 5 bedrooms, independent house with car parking, calm location, total Price 8.50 crore. S John: 9444360000 / 9710360000",Chennai,Mylapore,Land,,5000.0,,,,8.5,crore,85000000.0,False,,,,"9444360000, 9710360000"
MTClassifiedsJan102026-1.pdf,"MYLAPORE, 2 BHK, 1168 sq.ft., UDS 720 sq.ft., 1st floor, lift, CCP, 12 years old, Rs. 1.5 crores. RBN Real Estate: 9841279554",Chennai,Mylapore,Unknown,2.0,1168.0,720.0,1.0,,1.5,crores,15000000.0,False,1.5,,1.0,9841279554
MTClassifiedsJan102026-1.pdf,"SAN THOME on Main Road, 1650 sq.ft., 3 bedrooms apartment, UDS 650 sq.ft., with car parking, Rs. 1.80 crores. S John: 9444360000 / 9710360000",Chennai,San Thome,Apartment,,1650.0,650.0,,,1.8,crores,18000000.0,False,1.8,,1.0,"9444360000, 9710360000"
MTClassifiedsJan102026-1.pdf,"MYLAPORE, 2 BHK, 600 sq.ft., UDS 320 sq.ft., 15 years old, 1st floor, 65 lakhs. RBN Real Estate: 9841279554",Chennai,Mylapore,Unknown,2.0,600.0,320.0,1.0,,65.0,lakhs,6500000.0,False,,,,9841279554
MTClassifiedsJan102026-1.pdf,"MANDAVELI, 2 BHK, 1100 sq.ft., UDS 660 sq.ft., 20 years old, ground floor, Rate 1.5 crore, CCP, 40 ft road, only veg. RBN Real Estate: 9841279554",Chennai,Mandaveli,Unknown,2.0,1100.0,660.0,,,1.5,crore,15000000.0,False,,,,9841279554
